Player,Game,Score,Accuracy,PlayTimeMinutes,SkillTier
NeoGeo,Pac-Man,43129,98,40,Casual
PixelPete,Pac-Man,114046,80,37,Pro Gamer
SegaSam,Donkey Kong,120579,68,17,Grandmaster
KongKiller,Pac-Man,154564,86,42,Grandmaster
SegaSam,Pac-Man,94976,97,46,Pro Gamer
ChompQueen,Galaga,84985,73,18,Pro Gamer
ChompQueen,Frogger,139749,70,18,Grandmaster
SegaSam,Space Invaders,70626,84,14,Casual
PixelPete,Space Invaders,103001,64,36,Pro Gamer
KongKiller,Pac-Man,104001,98,7,Pro Gamer
PixelPete,Donkey Kong,37345,74,19,Casual
RetroRider,Space Invaders,116906,94,7,Pro Gamer
BlipBlop,Galaga,44882,86,34,Casual
PixelPete,Galaga,76600,67,29,Casual
PixelPete,Pac-Man,11240,98,46,Novice
BlipBlop,Donkey Kong,86518,62,33,Pro Gamer
ChompQueen,Pac-Man,149101,70,46,Grandmaster
NeoGeo,Donkey Kong,25890,67,45,Novice
RetroRider,Pac-Man,123997,91,13,Grandmaster
ChompQueen,Space Invaders,132148,88,20,Grandmaster
PixelPete,Pac-Man,116879,90,11,Pro Gamer
RetroRider,Donkey Kong,104757,94,20,Pro Gamer
RetroRider,Donkey Kong,60102,96,45,Casual
BlipBlop,Pac-Man,136755,81,21,Grandmaster
ChompQueen,Galaga,7276,67,40,Novice
PixelPete,Space Invaders,52586,96,20,Casual
ChompQueen,Donkey Kong,153719,78,32,Grandmaster
SegaSam,Donkey Kong,145477,63,35,Grandmaster
RetroRider,Pac-Man,27261,75,43,Novice
KongKiller,Pac-Man,58250,99,25,Casual
PixelPete,Galaga,6314,68,31,Novice
ChompQueen,Space Invaders,63244,97,26,Casual
BlipBlop,Galaga,38107,64,39,Casual
ChompQueen,Pac-Man,100579,63,28,Pro Gamer
PixelPete,Space Invaders,109147,71,7,Pro Gamer
ChompQueen,Space Invaders,11582,72,31,Novice
ChompQueen,Space Invaders,106433,84,22,Pro Gamer
NeoGeo,Pac-Man,89425,94,3,Pro Gamer
SegaSam,Donkey Kong,13924,83,46,Novice
RetroRider,Donkey Kong,38354,63,19,Casual
KongKiller,Donkey Kong,67311,88,8,Casual
ChompQueen,Frogger,132438,83,13,Grandmaster
BlipBlop,Frogger,44726,94,15,Casual
KongKiller,Galaga,136801,90,14,Grandmaster
RetroRider,Frogger,115890,64,27,Pro Gamer
BlipBlop,Space Invaders,135731,82,22,Grandmaster
PixelPete,Donkey Kong,72897,68,12,Casual
PixelPete,Space Invaders,21751,99,9,Novice
KongKiller,Donkey Kong,8350,80,7,Novice
SegaSam,Pac-Man,16893,84,7,Novice
KongKiller,Frogger,17063,85,40,Novice
NeoGeo,Galaga,113744,93,34,Pro Gamer
PixelPete,Pac-Man,55157,69,15,Casual
NeoGeo,Pac-Man,85002,92,35,Pro Gamer
NeoGeo,Donkey Kong,108429,78,43,Pro Gamer
BlipBlop,Pac-Man,41323,88,12,Casual
NeoGeo,Pac-Man,15965,82,23,Novice
ChompQueen,Pac-Man,13217,82,44,Novice
NeoGeo,Galaga,7019,90,20,Novice
RetroRider,Pac-Man,113947,90,36,Pro Gamer
RetroRider,Galaga,20302,78,5,Novice
NeoGeo,Space Invaders,112398,95,26,Pro Gamer
NeoGeo,Space Invaders,71255,84,6,Casual
KongKiller,Frogger,129089,97,38,Grandmaster
SegaSam,Space Invaders,98514,76,9,Pro Gamer
SegaSam,Space Invaders,117516,81,25,Pro Gamer
RetroRider,Donkey Kong,9022,83,11,Novice
SegaSam,Space Invaders,135716,86,19,Grandmaster
NeoGeo,Frogger,53445,82,30,Casual
SegaSam,Galaga,22762,79,27,Novice
BlipBlop,Pac-Man,145660,68,33,Grandmaster
NeoGeo,Space Invaders,30218,60,41,Casual
RetroRider,Donkey Kong,55187,90,28,Casual
KongKiller,Galaga,132264,89,25,Grandmaster
BlipBlop,Galaga,126128,63,12,Grandmaster
BlipBlop,Donkey Kong,22380,67,19,Novice
ChompQueen,Galaga,8685,90,34,Novice
BlipBlop,Pac-Man,49895,80,27,Casual
RetroRider,Pac-Man,38810,96,20,Casual
PixelPete,Frogger,119511,64,43,Pro Gamer
SegaSam,Space Invaders,74148,87,42,Casual
NeoGeo,Galaga,88509,92,46,Pro Gamer
ChompQueen,Pac-Man,120813,84,45,Grandmaster
BlipBlop,Frogger,31142,78,40,Casual
RetroRider,Frogger,17613,96,28,Novice
BlipBlop,Donkey Kong,124815,69,19,Grandmaster
BlipBlop,Donkey Kong,28045,94,38,Novice
KongKiller,Frogger,154490,90,19,Grandmaster
SegaSam,Space Invaders,46684,91,29,Casual
NeoGeo,Donkey Kong,39334,82,13,Casual
SegaSam,Frogger,78914,88,5,Casual
RetroRider,Galaga,23091,86,7,Novice
ChompQueen,Donkey Kong,32330,79,45,Casual
KongKiller,Pac-Man,80539,98,4,Pro Gamer
ChompQueen,Donkey Kong,5220,92,35,Novice
BlipBlop,Space Invaders,90309,99,27,Pro Gamer
KongKiller,Donkey Kong,112640,96,18,Pro Gamer
ChompQueen,Pac-Man,12155,78,19,Novice
KongKiller,Frogger,54318,90,11,Casual
ChompQueen,Pac-Man,58964,78,10,Casual
PixelPete,Pac-Man,57434,87,6,Casual
NeoGeo,Pac-Man,59540,78,39,Casual
KongKiller,Pac-Man,38444,85,17,Casual
KongKiller,Pac-Man,129352,87,43,Grandmaster
PixelPete,Galaga,63925,77,36,Casual
KongKiller,Donkey Kong,146631,73,9,Grandmaster
NeoGeo,Galaga,151470,91,32,Grandmaster
NeoGeo,Pac-Man,36954,81,33,Casual
SegaSam,Space Invaders,6146,63,44,Novice
KongKiller,Space Invaders,108405,97,22,Pro Gamer
SegaSam,Galaga,111059,66,33,Pro Gamer
BlipBlop,Pac-Man,101494,68,36,Pro Gamer
ChompQueen,Donkey Kong,13201,98,17,Novice
PixelPete,Galaga,116770,95,44,Pro Gamer
KongKiller,Frogger,28111,97,15,Novice
RetroRider,Galaga,126008,72,36,Grandmaster
ChompQueen,Space Invaders,20327,98,21,Novice
BlipBlop,Frogger,33062,83,20,Casual
NeoGeo,Donkey Kong,87462,99,25,Pro Gamer
BlipBlop,Frogger,7936,93,17,Novice
ChompQueen,Space Invaders,65530,67,40,Casual
KongKiller,Frogger,69351,89,6,Casual
BlipBlop,Pac-Man,96062,99,22,Pro Gamer
NeoGeo,Space Invaders,108271,70,25,Pro Gamer
KongKiller,Frogger,110320,74,9,Pro Gamer
RetroRider,Space Invaders,81201,96,40,Pro Gamer
ChompQueen,Frogger,105538,64,38,Pro Gamer
KongKiller,Galaga,103847,62,18,Pro Gamer
PixelPete,Frogger,54500,65,37,Casual
PixelPete,Space Invaders,119071,84,14,Pro Gamer
NeoGeo,Pac-Man,63466,70,32,Casual
KongKiller,Frogger,28783,98,10,Novice
KongKiller,Galaga,111585,83,23,Pro Gamer
RetroRider,Space Invaders,10464,94,40,Novice
KongKiller,Space Invaders,118901,83,38,Pro Gamer
RetroRider,Pac-Man,55246,90,36,Casual
RetroRider,Donkey Kong,110806,62,31,Pro Gamer
PixelPete,Donkey Kong,140707,77,22,Grandmaster
KongKiller,Donkey Kong,103536,88,6,Pro Gamer
SegaSam,Pac-Man,100364,92,6,Pro Gamer
PixelPete,Frogger,47105,97,27,Casual
BlipBlop,Frogger,119083,74,27,Pro Gamer
BlipBlop,Pac-Man,33356,97,11,Casual
NeoGeo,Donkey Kong,121748,77,27,Grandmaster
NeoGeo,Pac-Man,143652,85,23,Grandmaster
SegaSam,Frogger,78909,82,9,Casual
RetroRider,Pac-Man,32221,96,5,Casual
PixelPete,Galaga,76549,73,36,Casual
KongKiller,Galaga,91252,62,24,Pro Gamer
NeoGeo,Frogger,125870,63,46,Grandmaster
RetroRider,Galaga,148838,92,16,Grandmaster
ChompQueen,Frogger,94349,73,3,Pro Gamer
NeoGeo,Donkey Kong,132213,73,40,Grandmaster
RetroRider,Space Invaders,82870,93,38,Pro Gamer
SegaSam,Galaga,113806,78,40,Pro Gamer
ChompQueen,Pac-Man,14125,70,28,Novice
SegaSam,Galaga,121584,81,6,Grandmaster
PixelPete,Pac-Man,11424,74,21,Novice
PixelPete,Pac-Man,15071,89,11,Novice
ChompQueen,Galaga,63433,65,7,Casual
SegaSam,Pac-Man,64750,69,8,Casual
KongKiller,Donkey Kong,47512,76,18,Casual
ChompQueen,Space Invaders,121810,92,6,Grandmaster
BlipBlop,Galaga,78054,93,10,Casual
KongKiller,Galaga,11499,98,21,Novice
BlipBlop,Galaga,38620,94,45,Casual
RetroRider,Space Invaders,29189,91,27,Novice
NeoGeo,Galaga,88954,75,45,Pro Gamer
KongKiller,Space Invaders,131732,72,17,Grandmaster
PixelPete,Galaga,116860,64,43,Pro Gamer
ChompQueen,Galaga,27350,92,12,Novice
SegaSam,Donkey Kong,103088,67,9,Pro Gamer
ChompQueen,Pac-Man,57434,76,32,Casual
SegaSam,Space Invaders,87819,93,31,Pro Gamer
BlipBlop,Galaga,100230,97,2,Pro Gamer
BlipBlop,Space Invaders,86034,95,17,Pro Gamer
NeoGeo,Pac-Man,133213,67,33,Grandmaster
PixelPete,Galaga,10796,87,39,Novice
RetroRider,Donkey Kong,28503,61,20,Novice
KongKiller,Space Invaders,56717,82,4,Casual
SegaSam,Galaga,101730,71,25,Pro Gamer
KongKiller,Space Invaders,144663,89,3,Grandmaster
NeoGeo,Donkey Kong,128542,62,25,Grandmaster
BlipBlop,Donkey Kong,111745,94,6,Pro Gamer
PixelPete,Galaga,150511,61,34,Grandmaster
KongKiller,Frogger,33074,64,28,Casual
NeoGeo,Galaga,51955,99,7,Casual
ChompQueen,Frogger,94143,85,46,Pro Gamer
NeoGeo,Space Invaders,72202,78,45,Casual
NeoGeo,Frogger,92584,66,7,Pro Gamer
SegaSam,Frogger,33212,99,17,Casual
SegaSam,Galaga,71690,76,32,Casual
BlipBlop,Frogger,67918,87,8,Casual
BlipBlop,Donkey Kong,91590,95,18,Pro Gamer
ChompQueen,Galaga,85110,99,33,Pro Gamer
BlipBlop,Space Invaders,102439,84,44,Pro Gamer
PixelPete,Frogger,123110,63,8,Grandmaster
ChompQueen,Pac-Man,133097,70,10,Grandmaster
SegaSam,Space Invaders,104782,62,12,Pro Gamer
SegaSam,Donkey Kong,103822,94,21,Pro Gamer
NeoGeo,Space Invaders,82545,78,37,Pro Gamer
RetroRider,Frogger,14275,89,23,Novice
ChompQueen,Galaga,136000,88,35,Grandmaster
SegaSam,Frogger,7623,82,10,Novice
SegaSam,Pac-Man,120285,75,2,Grandmaster
NeoGeo,Donkey Kong,47956,83,29,Casual
PixelPete,Donkey Kong,20767,73,40,Novice
KongKiller,Space Invaders,108446,78,41,Pro Gamer
RetroRider,Donkey Kong,135500,73,22,Grandmaster
KongKiller,Donkey Kong,100705,80,23,Pro Gamer
NeoGeo,Galaga,84189,68,9,Pro Gamer
KongKiller,Donkey Kong,62544,98,13,Casual
SegaSam,Frogger,71763,70,22,Casual
PixelPete,Frogger,98881,78,21,Pro Gamer
KongKiller,Frogger,144031,93,37,Grandmaster
KongKiller,Space Invaders,147885,70,45,Grandmaster
BlipBlop,Frogger,5974,64,20,Novice
PixelPete,Galaga,151931,66,38,Grandmaster
KongKiller,Donkey Kong,102411,86,46,Pro Gamer
KongKiller,Galaga,13844,97,39,Novice
KongKiller,Galaga,111774,88,46,Pro Gamer
KongKiller,Pac-Man,104426,91,32,Pro Gamer
RetroRider,Pac-Man,82378,96,16,Pro Gamer
RetroRider,Donkey Kong,148570,89,4,Grandmaster
BlipBlop,Space Invaders,27844,65,23,Novice
RetroRider,Donkey Kong,42201,92,34,Casual
SegaSam,Galaga,35719,66,43,Casual
SegaSam,Pac-Man,123124,73,38,Grandmaster
NeoGeo,Pac-Man,137876,79,9,Grandmaster
PixelPete,Pac-Man,134328,78,21,Grandmaster
ChompQueen,Space Invaders,75038,89,3,Casual
PixelPete,Donkey Kong,85353,69,33,Pro Gamer
PixelPete,Galaga,29484,70,14,Novice
KongKiller,Donkey Kong,116902,76,7,Pro Gamer
PixelPete,Donkey Kong,135487,78,14,Grandmaster
BlipBlop,Galaga,89010,80,24,Pro Gamer
NeoGeo,Space Invaders,32650,95,16,Casual
BlipBlop,Frogger,80726,70,14,Pro Gamer
NeoGeo,Frogger,102329,97,36,Pro Gamer
PixelPete,Pac-Man,5306,95,39,Novice
RetroRider,Galaga,147282,83,28,Grandmaster
ChompQueen,Galaga,154923,86,26,Grandmaster
KongKiller,Pac-Man,51088,74,37,Casual
NeoGeo,Galaga,78575,91,46,Casual
KongKiller,Galaga,109702,75,14,Pro Gamer
SegaSam,Donkey Kong,59484,82,29,Casual
PixelPete,Space Invaders,116231,78,27,Pro Gamer
NeoGeo,Space Invaders,131823,66,25,Grandmaster
KongKiller,Frogger,56316,93,37,Casual
ChompQueen,Donkey Kong,139825,61,13,Grandmaster
KongKiller,Donkey Kong,104887,60,4,Pro Gamer
BlipBlop,Pac-Man,43116,93,30,Casual
NeoGeo,Space Invaders,8141,61,15,Novice
SegaSam,Pac-Man,56356,64,15,Casual
PixelPete,Pac-Man,10824,98,2,Novice
ChompQueen,Donkey Kong,110697,72,26,Pro Gamer
ChompQueen,Pac-Man,140385,74,19,Grandmaster
BlipBlop,Galaga,21746,66,22,Novice
KongKiller,Space Invaders,130739,87,41,Grandmaster
BlipBlop,Frogger,22348,72,25,Novice
RetroRider,Space Invaders,84404,95,29,Pro Gamer
PixelPete,Donkey Kong,31288,74,19,Casual
PixelPete,Donkey Kong,66455,60,19,Casual
KongKiller,Pac-Man,100923,81,14,Pro Gamer
SegaSam,Frogger,75972,84,18,Casual
PixelPete,Space Invaders,45847,90,39,Casual
RetroRider,Space Invaders,87777,79,38,Pro Gamer
PixelPete,Pac-Man,28031,78,38,Novice
KongKiller,Space Invaders,82834,100,29,Pro Gamer
NeoGeo,Frogger,154705,72,34,Grandmaster
BlipBlop,Pac-Man,55171,81,11,Casual
RetroRider,Frogger,110901,63,26,Pro Gamer
SegaSam,Frogger,104877,96,40,Pro Gamer
BlipBlop,Donkey Kong,116986,64,22,Pro Gamer
ChompQueen,Donkey Kong,110830,63,39,Pro Gamer
ChompQueen,Pac-Man,146968,99,40,Grandmaster
KongKiller,Galaga,58395,84,7,Casual
PixelPete,Space Invaders,108904,74,15,Pro Gamer
PixelPete,Galaga,59192,93,11,Casual
BlipBlop,Space Invaders,76505,77,46,Casual
RetroRider,Donkey Kong,61888,73,40,Casual
SegaSam,Donkey Kong,129876,83,17,Grandmaster
ChompQueen,Frogger,13656,86,9,Novice
ChompQueen,Donkey Kong,35815,96,17,Casual
BlipBlop,Pac-Man,27605,94,11,Novice
RetroRider,Space Invaders,95064,80,12,Pro Gamer
NeoGeo,Donkey Kong,98133,99,35,Pro Gamer
RetroRider,Frogger,106216,87,28,Pro Gamer
BlipBlop,Donkey Kong,80675,91,28,Pro Gamer
RetroRider,Pac-Man,105167,86,43,Pro Gamer
PixelPete,Space Invaders,130844,71,19,Grandmaster
KongKiller,Donkey Kong,96079,71,38,Pro Gamer
PixelPete,Space Invaders,140870,85,4,Grandmaster
NeoGeo,Donkey Kong,146905,87,21,Grandmaster
BlipBlop,Pac-Man,28712,100,41,Novice
KongKiller,Space Invaders,111476,91,23,Pro Gamer
PixelPete,Pac-Man,10315,94,11,Novice
KongKiller,Frogger,123605,90,17,Grandmaster
RetroRider,Pac-Man,126536,94,35,Grandmaster
PixelPete,Pac-Man,142624,64,10,Grandmaster
RetroRider,Frogger,31539,95,30,Casual
PixelPete,Donkey Kong,118885,80,32,Pro Gamer
ChompQueen,Donkey Kong,119868,86,28,Pro Gamer
BlipBlop,Galaga,45903,89,16,Casual
BlipBlop,Galaga,114047,91,30,Pro Gamer
KongKiller,Frogger,25118,77,45,Novice
PixelPete,Space Invaders,126569,96,24,Grandmaster
ChompQueen,Pac-Man,42109,97,6,Casual
NeoGeo,Frogger,44946,69,23,Casual
RetroRider,Frogger,60966,68,12,Casual
NeoGeo,Galaga,139697,89,26,Grandmaster
ChompQueen,Pac-Man,140377,69,9,Grandmaster
PixelPete,Donkey Kong,52482,78,43,Casual
NeoGeo,Pac-Man,118452,62,24,Pro Gamer
PixelPete,Galaga,65084,68,41,Casual
NeoGeo,Space Invaders,28390,86,46,Novice
RetroRider,Donkey Kong,18776,96,25,Novice
PixelPete,Space Invaders,17636,98,19,Novice
PixelPete,Space Invaders,101747,81,45,Pro Gamer
NeoGeo,Space Invaders,117717,94,10,Pro Gamer
RetroRider,Donkey Kong,120364,96,22,Grandmaster
NeoGeo,Galaga,62850,95,22,Casual
NeoGeo,Donkey Kong,57553,89,4,Casual
ChompQueen,Galaga,115965,92,41,Pro Gamer
NeoGeo,Pac-Man,87530,61,2,Pro Gamer
ChompQueen,Frogger,57899,87,16,Casual
RetroRider,Pac-Man,78801,87,31,Casual
NeoGeo,Space Invaders,34948,90,5,Casual
SegaSam,Space Invaders,125249,64,6,Grandmaster
KongKiller,Pac-Man,10159,63,19,Novice
PixelPete,Galaga,46594,86,36,Casual
ChompQueen,Space Invaders,72900,67,6,Casual
PixelPete,Frogger,66703,62,4,Casual
NeoGeo,Donkey Kong,134898,97,9,Grandmaster
SegaSam,Pac-Man,78230,71,4,Casual
ChompQueen,Galaga,91288,65,25,Pro Gamer
RetroRider,Frogger,138214,69,44,Grandmaster
PixelPete,Space Invaders,123287,73,43,Grandmaster
SegaSam,Space Invaders,131935,73,37,Grandmaster
RetroRider,Galaga,131532,79,30,Grandmaster
BlipBlop,Donkey Kong,33147,100,11,Casual
ChompQueen,Donkey Kong,84420,84,13,Pro Gamer
BlipBlop,Pac-Man,108738,85,8,Pro Gamer
RetroRider,Galaga,92625,62,37,Pro Gamer
BlipBlop,Galaga,64099,92,36,Casual
NeoGeo,Space Invaders,137666,95,25,Grandmaster
KongKiller,Space Invaders,51621,69,3,Casual
PixelPete,Donkey Kong,28599,95,39,Novice
ChompQueen,Frogger,100964,65,36,Pro Gamer
KongKiller,Galaga,138298,85,9,Grandmaster
ChompQueen,Space Invaders,104273,76,19,Pro Gamer
PixelPete,Donkey Kong,106210,95,40,Pro Gamer
ChompQueen,Galaga,99403,70,10,Pro Gamer
ChompQueen,Pac-Man,90777,66,28,Pro Gamer
SegaSam,Pac-Man,63873,89,13,Casual
KongKiller,Galaga,24774,93,44,Novice
PixelPete,Frogger,95552,63,36,Pro Gamer
RetroRider,Frogger,7550,91,43,Novice
NeoGeo,Pac-Man,35250,67,28,Casual
NeoGeo,Donkey Kong,147900,83,46,Grandmaster
SegaSam,Space Invaders,122868,98,12,Grandmaster
PixelPete,Space Invaders,140807,80,10,Grandmaster
ChompQueen,Space Invaders,45153,95,38,Casual
SegaSam,Pac-Man,37083,65,23,Casual
NeoGeo,Pac-Man,74517,61,15,Casual
ChompQueen,Space Invaders,146505,61,12,Grandmaster
BlipBlop,Pac-Man,73488,64,6,Casual
ChompQueen,Galaga,148576,66,29,Grandmaster
PixelPete,Pac-Man,22068,78,3,Novice
PixelPete,Galaga,58581,79,34,Casual
PixelPete,Galaga,108210,82,3,Pro Gamer
RetroRider,Frogger,91415,66,25,Pro Gamer
ChompQueen,Pac-Man,83302,79,11,Pro Gamer
BlipBlop,Pac-Man,31988,87,3,Casual
ChompQueen,Pac-Man,152955,82,10,Grandmaster
BlipBlop,Frogger,134848,67,42,Grandmaster
BlipBlop,Donkey Kong,147569,95,37,Grandmaster
ChompQueen,Pac-Man,62300,94,45,Casual
RetroRider,Galaga,15746,92,7,Novice
ChompQueen,Donkey Kong,122316,65,6,Grandmaster
NeoGeo,Frogger,138907,100,26,Grandmaster
PixelPete,Galaga,93353,85,23,Pro Gamer
ChompQueen,Pac-Man,34544,70,7,Casual
PixelPete,Pac-Man,72222,76,9,Casual
BlipBlop,Frogger,36991,74,33,Casual
KongKiller,Frogger,93366,68,18,Pro Gamer
NeoGeo,Galaga,132462,66,8,Grandmaster
PixelPete,Galaga,87339,80,4,Pro Gamer
PixelPete,Donkey Kong,120409,84,10,Grandmaster
PixelPete,Frogger,132770,88,7,Grandmaster
PixelPete,Donkey Kong,37723,78,8,Casual
KongKiller,Space Invaders,57114,91,22,Casual
KongKiller,Space Invaders,76949,71,42,Casual
ChompQueen,Frogger,153133,85,29,Grandmaster
ChompQueen,Galaga,67540,71,7,Casual
BlipBlop,Pac-Man,109301,83,44,Pro Gamer
NeoGeo,Galaga,151493,100,20,Grandmaster
ChompQueen,Donkey Kong,117160,62,37,Pro Gamer
PixelPete,Space Invaders,95739,94,41,Pro Gamer
PixelPete,Pac-Man,39223,91,3,Casual
KongKiller,Galaga,153368,79,13,Grandmaster
NeoGeo,Galaga,135977,79,16,Grandmaster
PixelPete,Donkey Kong,96865,68,14,Pro Gamer
PixelPete,Donkey Kong,126621,82,27,Grandmaster
BlipBlop,Pac-Man,79188,89,24,Casual
NeoGeo,Galaga,105717,95,10,Pro Gamer
BlipBlop,Pac-Man,67933,71,8,Casual
SegaSam,Space Invaders,7174,70,7,Novice
NeoGeo,Galaga,98093,89,31,Pro Gamer
NeoGeo,Frogger,138596,77,10,Grandmaster
KongKiller,Space Invaders,64835,97,41,Casual
SegaSam,Galaga,154068,83,36,Grandmaster
ChompQueen,Galaga,40284,90,9,Casual
KongKiller,Frogger,98801,98,42,Pro Gamer
NeoGeo,Space Invaders,23102,90,12,Novice
PixelPete,Pac-Man,7944,91,39,Novice
RetroRider,Frogger,126010,66,23,Grandmaster
PixelPete,Donkey Kong,22744,84,32,Novice
BlipBlop,Donkey Kong,89031,73,15,Pro Gamer
ChompQueen,Pac-Man,12410,77,15,Novice
BlipBlop,Frogger,149827,73,13,Grandmaster
PixelPete,Galaga,101399,92,8,Pro Gamer
NeoGeo,Space Invaders,56716,62,35,Casual
ChompQueen,Pac-Man,60352,83,13,Casual
BlipBlop,Galaga,28757,78,31,Novice
BlipBlop,Frogger,135839,96,46,Grandmaster
BlipBlop,Space Invaders,42123,83,41,Casual
ChompQueen,Galaga,83699,80,19,Pro Gamer
NeoGeo,Frogger,87439,99,32,Pro Gamer
KongKiller,Galaga,126865,84,18,Grandmaster
ChompQueen,Frogger,93957,96,29,Pro Gamer
SegaSam,Donkey Kong,73038,79,11,Casual
NeoGeo,Pac-Man,77426,63,20,Casual
BlipBlop,Frogger,23889,67,31,Novice
NeoGeo,Space Invaders,151260,71,18,Grandmaster
BlipBlop,Space Invaders,94366,71,28,Pro Gamer
KongKiller,Galaga,61459,63,42,Casual
KongKiller,Donkey Kong,60551,95,37,Casual
RetroRider,Space Invaders,134166,94,11,Grandmaster
KongKiller,Space Invaders,68115,67,11,Casual
SegaSam,Galaga,154744,88,37,Grandmaster
BlipBlop,Donkey Kong,51241,70,28,Casual
KongKiller,Frogger,39640,78,45,Casual
PixelPete,Space Invaders,126606,61,18,Grandmaster
SegaSam,Galaga,88615,69,18,Pro Gamer
ChompQueen,Space Invaders,13459,92,42,Novice
BlipBlop,Pac-Man,14140,91,33,Novice
NeoGeo,Galaga,17458,64,26,Novice
PixelPete,Pac-Man,53084,84,8,Casual
PixelPete,Donkey Kong,120703,93,43,Grandmaster
NeoGeo,Frogger,75037,93,30,Casual
ChompQueen,Donkey Kong,129077,94,7,Grandmaster
RetroRider,Donkey Kong,37120,79,28,Casual
SegaSam,Pac-Man,65694,86,32,Casual
PixelPete,Pac-Man,70390,64,7,Casual
RetroRider,Space Invaders,9773,76,20,Novice
RetroRider,Galaga,108483,90,9,Pro Gamer
KongKiller,Space Invaders,95662,88,43,Pro Gamer
KongKiller,Donkey Kong,133302,61,38,Grandmaster
PixelPete,Donkey Kong,92163,64,4,Pro Gamer
NeoGeo,Frogger,31923,63,46,Casual
NeoGeo,Galaga,51555,81,11,Casual
PixelPete,Donkey Kong,120560,70,9,Grandmaster
NeoGeo,Space Invaders,53859,66,43,Casual
NeoGeo,Pac-Man,118034,61,12,Pro Gamer
ChompQueen,Pac-Man,82527,68,22,Pro Gamer
SegaSam,Frogger,9252,83,44,Novice
BlipBlop,Frogger,148794,88,39,Grandmaster
PixelPete,Galaga,131973,72,11,Grandmaster
BlipBlop,Donkey Kong,127866,89,24,Grandmaster
RetroRider,Space Invaders,49479,68,24,Casual
SegaSam,Donkey Kong,9800,74,4,Novice
SegaSam,Galaga,105473,77,12,Pro Gamer
NeoGeo,Pac-Man,93979,67,32,Pro Gamer
NeoGeo,Galaga,89218,68,39,Pro Gamer
RetroRider,Galaga,70444,68,23,Casual
NeoGeo,Galaga,148957,89,26,Grandmaster
NeoGeo,Galaga,139341,99,17,Grandmaster
KongKiller,Space Invaders,64699,96,9,Casual
PixelPete,Galaga,25164,92,4,Novice
NeoGeo,Space Invaders,102131,77,13,Pro Gamer
KongKiller,Donkey Kong,65212,74,16,Casual
PixelPete,Galaga,135614,73,2,Grandmaster
SegaSam,Donkey Kong,83147,75,23,Pro Gamer
RetroRider,Space Invaders,41903,80,34,Casual
BlipBlop,Donkey Kong,139558,88,35,Grandmaster
BlipBlop,Frogger,83383,94,8,Pro Gamer
SegaSam,Donkey Kong,97216,86,28,Pro Gamer
RetroRider,Donkey Kong,5582,100,35,Novice
PixelPete,Frogger,114379,60,43,Pro Gamer
RetroRider,Frogger,17302,64,2,Novice
SegaSam,Space Invaders,129446,81,40,Grandmaster
PixelPete,Galaga,137313,62,20,Grandmaster
KongKiller,Pac-Man,148941,64,8,Grandmaster
BlipBlop,Pac-Man,133354,82,13,Grandmaster
NeoGeo,Donkey Kong,143576,65,20,Grandmaster
SegaSam,Galaga,152009,82,25,Grandmaster
PixelPete,Frogger,44914,88,21,Casual
ChompQueen,Donkey Kong,136711,69,32,Grandmaster
NeoGeo,Galaga,140114,73,23,Grandmaster
NeoGeo,Frogger,110777,100,30,Pro Gamer
RetroRider,Galaga,61806,77,20,Casual
PixelPete,Frogger,45873,64,35,Casual
NeoGeo,Galaga,112355,96,23,Pro Gamer
NeoGeo,Frogger,28439,62,12,Novice
ChompQueen,Galaga,142890,65,37,Grandmaster
NeoGeo,Pac-Man,29343,71,23,Novice
ChompQueen,Galaga,87133,74,35,Pro Gamer
NeoGeo,Donkey Kong,25324,66,41,Novice
ChompQueen,Galaga,142016,91,14,Grandmaster
SegaSam,Pac-Man,113834,68,29,Pro Gamer
PixelPete,Frogger,7012,70,21,Novice
KongKiller,Frogger,48960,70,7,Casual
SegaSam,Frogger,87837,63,29,Pro Gamer
SegaSam,Donkey Kong,67739,90,46,Casual
KongKiller,Donkey Kong,121739,91,37,Grandmaster
SegaSam,Donkey Kong,139840,60,3,Grandmaster
RetroRider,Pac-Man,12094,82,36,Novice
PixelPete,Space Invaders,111825,98,27,Pro Gamer
PixelPete,Frogger,125803,88,4,Grandmaster
BlipBlop,Galaga,147448,76,21,Grandmaster
SegaSam,Space Invaders,24836,97,29,Novice
BlipBlop,Galaga,62521,78,39,Casual
BlipBlop,Pac-Man,78125,70,35,Casual
ChompQueen,Galaga,35305,64,29,Casual
PixelPete,Galaga,98913,74,16,Pro Gamer
NeoGeo,Galaga,66517,80,39,Casual
BlipBlop,Frogger,123148,83,38,Grandmaster
KongKiller,Galaga,135461,61,20,Grandmaster
BlipBlop,Frogger,121658,78,11,Grandmaster
BlipBlop,Space Invaders,22775,73,23,Novice
ChompQueen,Pac-Man,150996,71,35,Grandmaster
SegaSam,Pac-Man,148607,66,24,Grandmaster
KongKiller,Frogger,70051,78,5,Casual
ChompQueen,Pac-Man,31059,77,18,Casual
RetroRider,Galaga,150966,79,20,Grandmaster
SegaSam,Space Invaders,136956,96,12,Grandmaster
ChompQueen,Donkey Kong,153414,86,30,Grandmaster
SegaSam,Pac-Man,42913,88,16,Casual
NeoGeo,Donkey Kong,110626,97,14,Pro Gamer
KongKiller,Pac-Man,9157,80,18,Novice
